chrom	gene	gene_start	gene_stop	surrounding_gene	surrounding_start	surrounding_stop	sense_anti	num_exons
c1	Hcv1.av84.c1.g11.i3	70963	78309	Hcv1.av84.c1.g10.i1	70909	96170	sense	8
c1	Hcv1.av84.c1.g11.i4	70963	78309	Hcv1.av84.c1.g10.i1	70909	96170	sense	9
c1	Hcv1.av84.c1.g1111.i1	7778177	7788517	Hcv1.av84.c1.g1110.i1	7776376	7791107	antisense	10
c1	Hcv1.av84.c1.g1111.i1	7778177	7788517	Hcv1.av84.c1.g1110.i2	7776376	7791107	antisense	10
c1	Hcv1.av84.c1.g1111.i2	7778177	7787112	Hcv1.av84.c1.g1110.i1	7776376	7791107	antisense	7
c1	Hcv1.av84.c1.g1111.i2	7778177	7787112	Hcv1.av84.c1.g1110.i2	7776376	7791107	antisense	7
c1	Hcv1.av84.c1.g1158.i1	8081938	8085679	Hcv1.av84.c1.g1157.i1	8068878	8086011	antisense	5
c1	Hcv1.av84.c1.g1173.i1	8224513	8235053	Hcv1.av84.c1.g1172.i1	8224356	8261017	antisense	16
c1	Hcv1.av84.c1.g1173.i2	8224513	8233065	Hcv1.av84.c1.g1172.i1	8224356	8261017	antisense	17
c1	Hcv1.av84.c1.g1173.i3	8224513	8233065	Hcv1.av84.c1.g1172.i1	8224356	8261017	antisense	16
c1	Hcv1.av84.c1.g1173.i4	8224513	8246927	Hcv1.av84.c1.g1172.i1	8224356	8261017	antisense	17
c1	Hcv1.av84.c1.g1173.i5	8224709	8242452	Hcv1.av84.c1.g1172.i1	8224356	8261017	antisense	21
c1	Hcv1.av84.c1.g1173.i6	8225037	8242452	Hcv1.av84.c1.g1172.i1	8224356	8261017	antisense	20
c1	Hcv1.av84.c1.g1175.i1	8264979	8268470	Hcv1.av84.c1.g1172.i1	8261075	8278918	antisense	4
c1	Hcv1.av84.c1.g1175.i2	8264979	8268993	Hcv1.av84.c1.g1172.i1	8261075	8278918	antisense	5
c1	Hcv1.av84.c1.g1176.i1	8270245	8274842	Hcv1.av84.c1.g1172.i1	8261075	8278918	antisense	7
c1	Hcv1.av84.c1.g1177.i1	8287610	8292334	Hcv1.av84.c1.g1172.i1	8287691	8292955	antisense	1
c1	Hcv1.av84.c1.g1188.i1	8357800	8360162	Hcv1.av84.c1.g1181.i2	8356730	8361593	antisense	1
c1	Hcv1.av84.c1.g1198.i1	8419034	8420119	Hcv1.av84.c1.g1197.i1	8417941	8420151	antisense	2
c1	Hcv1.av84.c1.g1198.i1	8419034	8420119	Hcv1.av84.c1.g1197.i2	8417941	8420151	antisense	2
c1	Hcv1.av84.c1.g12.i1	78426	80350	Hcv1.av84.c1.g10.i1	70909	96170	sense	1
c1	Hcv1.av84.c1.g1217.i1	8523316	8534368	Hcv1.av84.c1.g1216.i1	8523226	8533597	antisense	8
c1	Hcv1.av84.c1.g1218.i1	8526175	8528116	Hcv1.av84.c1.g1216.i1	8523226	8533597	sense	4
c1	Hcv1.av84.c1.g1218.i1	8526175	8528116	Hcv1.av84.c1.g1217.i1	8524053	8532611	antisense	4
c1	Hcv1.av84.c1.g1220.i1	8538848	8540335	Hcv1.av84.c1.g1219.i1	8538332	8540469	antisense	4
c1	Hcv1.av84.c1.g1220.i1	8538848	8540335	Hcv1.av84.c1.g1219.i2	8538332	8540469	antisense	4
c1	Hcv1.av84.c1.g1220.i1	8538848	8540335	Hcv1.av84.c1.g1219.i3	8538332	8540469	antisense	4
c1	Hcv1.av84.c1.g1220.i2	8539114	8540335	Hcv1.av84.c1.g1219.i1	8538332	8540469	antisense	3
c1	Hcv1.av84.c1.g1220.i2	8539114	8540335	Hcv1.av84.c1.g1219.i2	8538332	8540469	antisense	3
c1	Hcv1.av84.c1.g1220.i2	8539114	8540335	Hcv1.av84.c1.g1219.i3	8538332	8540469	antisense	3
c1	Hcv1.av84.c1.g1228.i1	8587726	8589099	Hcv1.av84.c1.g1227.i1	8582433	8605628	sense	1
c1	Hcv1.av84.c1.g1228.i1	8587726	8589099	Hcv1.av84.c1.g1227.i2	8585561	8590485	sense	1
c1	Hcv1.av84.c1.g1229.i1	8597346	8598320	Hcv1.av84.c1.g1227.i1	8582433	8605628	sense	2
c1	Hcv1.av84.c1.g1230.i1	8598900	8601814	Hcv1.av84.c1.g1227.i1	8582433	8605628	sense	2
c1	Hcv1.av84.c1.g1239.i1	8697306	8698648	Hcv1.av84.c1.g1240.i1	8696982	8698878	antisense	1
c1	Hcv1.av84.c1.g1239.i1	8697306	8698648	Hcv1.av84.c1.g1240.i2	8696982	8698878	antisense	1
c1	Hcv1.av84.c1.g1244.i1	8725224	8733976	Hcv1.av84.c1.g1243.i1	8717245	8733858	antisense	8
c1	Hcv1.av84.c1.g1246.i1	8743349	8744450	Hcv1.av84.c1.g1245.i1	8743334	8744607	antisense	4
c1	Hcv1.av84.c1.g1248.i1	8773833	8774143	Hcv1.av84.c1.g1247.i1	8773248	8775159	antisense	1
c1	Hcv1.av84.c1.g1248.i1	8773833	8774143	Hcv1.av84.c1.g1247.i2	8773248	8775159	antisense	1
c1	Hcv1.av84.c1.g1259.i1	8838546	8841474	Hcv1.av84.c1.g1258.i1	8838426	8842413	antisense	1
c1	Hcv1.av84.c1.g1259.i1	8838546	8841474	Hcv1.av84.c1.g1258.i2	8838426	8842413	antisense	1
c1	Hcv1.av84.c1.g1265.i1	8863416	8864562	Hcv1.av84.c1.g1264.i1	8863276	8866632	antisense	3
c1	Hcv1.av84.c1.g1265.i1	8863416	8864562	Hcv1.av84.c1.g1264.i2	8863276	8866632	antisense	3
c1	Hcv1.av84.c1.g1265.i1	8863416	8864562	Hcv1.av84.c1.g1264.i3	8863276	8866632	antisense	3
c1	Hcv1.av84.c1.g1273.i1	8917445	8918769	Hcv1.av84.c1.g1272.i1	8917371	8918824	sense	1
c1	Hcv1.av84.c1.g1273.i1	8917445	8918769	Hcv1.av84.c1.g1272.i2	8917371	8918824	sense	1
c1	Hcv1.av84.c1.g128.i1	1044225	1046666	Hcv1.av84.c1.g127.i1	1044027	1046756	sense	2
c1	Hcv1.av84.c1.g128.i2	1044225	1046666	Hcv1.av84.c1.g127.i1	1044027	1046756	sense	3
c1	Hcv1.av84.c1.g128.i3	1044225	1046666	Hcv1.av84.c1.g127.i1	1044027	1046756	sense	3
c1	Hcv1.av84.c1.g13.i1	80793	86761	Hcv1.av84.c1.g10.i1	70909	96170	sense	11
c1	Hcv1.av84.c1.g13.i2	80800	86761	Hcv1.av84.c1.g10.i1	70909	96170	sense	10
c1	Hcv1.av84.c1.g13.i3	80871	87356	Hcv1.av84.c1.g10.i1	70909	96170	sense	10
c1	Hcv1.av84.c1.g13.i4	85385	87302	Hcv1.av84.c1.g10.i1	70909	96170	sense	1
c1	Hcv1.av84.c1.g13.i5	85385	88431	Hcv1.av84.c1.g10.i1	70909	96170	sense	2
c1	Hcv1.av84.c1.g13.i6	85385	89506	Hcv1.av84.c1.g10.i1	70909	96170	sense	2
c1	Hcv1.av84.c1.g13.i7	87206	89499	Hcv1.av84.c1.g10.i1	70909	96170	sense	1
c1	Hcv1.av84.c1.g13.i8	87456	89506	Hcv1.av84.c1.g10.i1	70909	96170	sense	1
c1	Hcv1.av84.c1.g13.i9	87577	89506	Hcv1.av84.c1.g10.i1	70909	96170	sense	1
c1	Hcv1.av84.c1.g130.i1	1055956	1057445	Hcv1.av84.c1.g129.i1	1055007	1057413	antisense	1
c1	Hcv1.av84.c1.g1307.i1	9070811	9073367	Hcv1.av84.c1.g1306.i1	9070985	9073562	antisense	2
c1	Hcv1.av84.c1.g1317.i1	9173133	9174925	Hcv1.av84.c1.g1316.i1	9173140	9177448	antisense	1
c1	Hcv1.av84.c1.g1331.i1	9256426	9259489	Hcv1.av84.c1.g1330.i1	9256224	9260917	antisense	1
c1	Hcv1.av84.c1.g1331.i1	9256426	9259489	Hcv1.av84.c1.g1330.i2	9256224	9260917	antisense	1
c1	Hcv1.av84.c1.g1334.i1	9315138	9317196	Hcv1.av84.c1.g1333.i1	9314524	9317382	antisense	1
c1	Hcv1.av84.c1.g1363.i1	9490043	9491280	Hcv1.av84.c1.g1364.i1	9489333	9492589	antisense	1
c1	Hcv1.av84.c1.g1370.i1	9557794	9559224	Hcv1.av84.c1.g1369.i1	9557622	9559337	sense	1
c1	Hcv1.av84.c1.g1370.i1	9557794	9559224	Hcv1.av84.c1.g1369.i2	9557622	9559337	sense	1
c1	Hcv1.av84.c1.g1376.i1	9589133	9591061	Hcv1.av84.c1.g1375.i1	9587897	9591225	antisense	2
c1	Hcv1.av84.c1.g1376.i1	9589133	9591061	Hcv1.av84.c1.g1375.i2	9587897	9591225	antisense	2
c1	Hcv1.av84.c1.g1395.i1	9748420	9749500	Hcv1.av84.c1.g1394.i1	9748385	9758591	antisense	1
c1	Hcv1.av84.c1.g1396.i1	9748442	9751068	Hcv1.av84.c1.g1394.i1	9748385	9758591	sense	2
c1	Hcv1.av84.c1.g1413.i1	9864729	9869500	Hcv1.av84.c1.g1412.i1	9864378	9872151	antisense	3
c1	Hcv1.av84.c1.g1424.i1	9942746	9946615	Hcv1.av84.c1.g1423.i1	9942798	9947412	antisense	4
c1	Hcv1.av84.c1.g1443.i1	10032163	10035655	Hcv1.av84.c1.g1444.i1	10026084	10037265	sense	1
c1	Hcv1.av84.c1.g145.i1	1115601	1116587	Hcv1.av84.c1.g144.i1	1115426	1119463	sense	2
c1	Hcv1.av84.c1.g145.i1	1115601	1116587	Hcv1.av84.c1.g144.i2	1115426	1119463	sense	2
c1	Hcv1.av84.c1.g1458.i1	10126279	10127666	Hcv1.av84.c1.g1457.i1	10123935	10129829	sense	2
c1	Hcv1.av84.c1.g1461.i1	10152167	10153986	Hcv1.av84.c1.g1460.i2	10148440	10154153	antisense	3
c1	Hcv1.av84.c1.g1475.i1	10236992	10239810	Hcv1.av84.c1.g1474.i2	10218375	10242245	sense	1
c1	Hcv1.av84.c1.g1489.i1	10317523	10321629	Hcv1.av84.c1.g1488.i1	10317369	10322566	antisense	3
c1	Hcv1.av84.c1.g1489.i1	10317523	10321629	Hcv1.av84.c1.g1488.i2	10317369	10322566	antisense	3
c1	Hcv1.av84.c1.g1490.i1	10317481	10321629	Hcv1.av84.c1.g1488.i1	10317369	10322566	antisense	3
c1	Hcv1.av84.c1.g1490.i1	10317481	10321629	Hcv1.av84.c1.g1488.i2	10317369	10322566	antisense	3
c1	Hcv1.av84.c1.g1496.i1	10349219	10357652	Hcv1.av84.c1.g1495.i1	10347043	10358032	antisense	6
c1	Hcv1.av84.c1.g1496.i2	10353781	10357652	Hcv1.av84.c1.g1495.i1	10347043	10358032	antisense	6
c1	Hcv1.av84.c1.g1497.i1	10356314	10357895	Hcv1.av84.c1.g1495.i1	10347043	10358032	sense	1
c1	Hcv1.av84.c1.g1515.i1	10485999	10488417	Hcv1.av84.c1.g1513.i1	10484522	10494842	antisense	1
c1	Hcv1.av84.c1.g1516.i1	10491514	10494530	Hcv1.av84.c1.g1513.i1	10484522	10494842	antisense	2
c1	Hcv1.av84.c1.g164.i1	1251616	1257878	Hcv1.av84.c1.g163.i1	1229972	1267077	sense	2
c1	Hcv1.av84.c1.g165.i1	1235697	1242357	Hcv1.av84.c1.g163.i1	1229972	1267077	sense	1
c1	Hcv1.av84.c1.g166.i1	1280559	1286071	Hcv1.av84.c1.g163.i1	1275528	1288980	sense	2
c1	Hcv1.av84.c1.g166.i2	1280559	1286071	Hcv1.av84.c1.g163.i1	1275528	1288980	sense	5
c1	Hcv1.av84.c1.g166.i3	1280559	1286071	Hcv1.av84.c1.g163.i1	1275528	1288980	sense	4
c1	Hcv1.av84.c1.g188.i1	1441203	1441552	Hcv1.av84.c1.g187.i1	1441120	1441755	sense	1
c1	Hcv1.av84.c1.g188.i1	1441203	1441552	Hcv1.av84.c1.g187.i2	1441120	1441755	sense	1
c1	Hcv1.av84.c1.g19.i1	186029	186885	Hcv1.av84.c1.g15.i1	172926	193391	antisense	1
c1	Hcv1.av84.c1.g192.i1	1465722	1478146	Hcv1.av84.c1.g191.i1	1464629	1478357	antisense	13
c1	Hcv1.av84.c1.g192.i1	1465722	1478146	Hcv1.av84.c1.g191.i2	1464629	1478357	antisense	13
c1	Hcv1.av84.c1.g22.i1	210501	212710	Hcv1.av84.c1.g21.i1	208028	217007	sense	2
c1	Hcv1.av84.c1.g220.i1	1610971	1613144	Hcv1.av84.c1.g219.i1	1610257	1613313	antisense	1
c1	Hcv1.av84.c1.g220.i1	1610971	1613144	Hcv1.av84.c1.g219.i2	1610257	1613313	antisense	1
c1	Hcv1.av84.c1.g220.i1	1610971	1613144	Hcv1.av84.c1.g219.i3	1610257	1613313	antisense	1
c1	Hcv1.av84.c1.g222.i1	1620091	1621696	Hcv1.av84.c1.g221.i1	1619722	1628979	antisense	2
c1	Hcv1.av84.c1.g223.i1	1627252	1628922	Hcv1.av84.c1.g221.i1	1619722	1628979	antisense	2
c1	Hcv1.av84.c1.g231.i1	1685957	1689306	Hcv1.av84.c1.g230.i1	1685210	1695875	antisense	2
c1	Hcv1.av84.c1.g235.i1	1728967	1738030	Hcv1.av84.c1.g234.i1	1728916	1738221	antisense	27
c1	Hcv1.av84.c1.g235.i1	1728967	1738030	Hcv1.av84.c1.g234.i2	1728916	1738221	antisense	27
c1	Hcv1.av84.c1.g235.i1	1728967	1738030	Hcv1.av84.c1.g234.i3	1728916	1738221	antisense	27
c1	Hcv1.av84.c1.g235.i1	1728967	1738030	Hcv1.av84.c1.g234.i4	1728916	1738221	antisense	27
c1	Hcv1.av84.c1.g235.i1	1728967	1738030	Hcv1.av84.c1.g234.i5	1728916	1738221	antisense	27
c1	Hcv1.av84.c1.g247.i1	1831826	1833984	Hcv1.av84.c1.g248.i2	1830864	1833760	antisense	5
c1	Hcv1.av84.c1.g262.i1	1889547	1891252	Hcv1.av84.c1.g261.i1	1889425	1891470	antisense	1
c1	Hcv1.av84.c1.g265.i1	1900622	1901981	Hcv1.av84.c1.g266.i1	1900439	1907612	antisense	6
c1	Hcv1.av84.c1.g265.i1	1900622	1901981	Hcv1.av84.c1.g266.i2	1900439	1907612	antisense	6
c1	Hcv1.av84.c1.g278.i1	2020801	2026536	Hcv1.av84.c1.g277.i1	2020441	2028355	antisense	9
c1	Hcv1.av84.c1.g278.i2	2020801	2026536	Hcv1.av84.c1.g277.i1	2020441	2028355	antisense	8
c1	Hcv1.av84.c1.g282.i1	2054770	2062967	Hcv1.av84.c1.g281.i1	2054461	2063094	antisense	6
c1	Hcv1.av84.c1.g282.i1	2054770	2062967	Hcv1.av84.c1.g281.i2	2054461	2063094	antisense	6
c1	Hcv1.av84.c1.g285.i1	2074491	2077000	Hcv1.av84.c1.g284.i1	2073635	2077091	antisense	1
c1	Hcv1.av84.c1.g285.i1	2074491	2077000	Hcv1.av84.c1.g284.i2	2073635	2077091	antisense	1
c1	Hcv1.av84.c1.g288.i1	2100338	2101966	Hcv1.av84.c1.g287.i1	2098881	2102039	antisense	2
c1	Hcv1.av84.c1.g288.i2	2100338	2101967	Hcv1.av84.c1.g287.i1	2098881	2102039	antisense	2
c1	Hcv1.av84.c1.g294.i1	2131707	2136982	Hcv1.av84.c1.g292.i1	2129377	2136939	antisense	6
c1	Hcv1.av84.c1.g294.i1	2131707	2136982	Hcv1.av84.c1.g292.i2	2129377	2136939	antisense	6
c1	Hcv1.av84.c1.g294.i1	2131707	2136982	Hcv1.av84.c1.g292.i3	2129377	2136939	antisense	6
c1	Hcv1.av84.c1.g302.i1	2199445	2202214	Hcv1.av84.c1.g301.i1	2198928	2207837	antisense	2
c1	Hcv1.av84.c1.g302.i1	2199445	2202214	Hcv1.av84.c1.g301.i2	2198928	2207837	antisense	2
c1	Hcv1.av84.c1.g302.i1	2199445	2202214	Hcv1.av84.c1.g301.i3	2198928	2207837	antisense	2
c1	Hcv1.av84.c1.g302.i1	2199445	2202214	Hcv1.av84.c1.g301.i4	2198928	2207837	antisense	2
c1	Hcv1.av84.c1.g302.i2	2199445	2202214	Hcv1.av84.c1.g301.i1	2198928	2207837	antisense	3
c1	Hcv1.av84.c1.g302.i2	2199445	2202214	Hcv1.av84.c1.g301.i2	2198928	2207837	antisense	3
c1	Hcv1.av84.c1.g302.i2	2199445	2202214	Hcv1.av84.c1.g301.i3	2198928	2207837	antisense	3
c1	Hcv1.av84.c1.g302.i2	2199445	2202214	Hcv1.av84.c1.g301.i4	2198928	2207837	antisense	3
c1	Hcv1.av84.c1.g303.i1	2203312	2204757	Hcv1.av84.c1.g301.i1	2198928	2207837	antisense	2
c1	Hcv1.av84.c1.g303.i1	2203312	2204757	Hcv1.av84.c1.g301.i2	2198928	2207837	antisense	2
c1	Hcv1.av84.c1.g303.i1	2203312	2204757	Hcv1.av84.c1.g301.i3	2198928	2207837	antisense	2
c1	Hcv1.av84.c1.g303.i1	2203312	2204757	Hcv1.av84.c1.g301.i4	2198928	2207837	antisense	2
c1	Hcv1.av84.c1.g304.i1	2206084	2207566	Hcv1.av84.c1.g301.i1	2198928	2207837	antisense	2
c1	Hcv1.av84.c1.g304.i1	2206084	2207566	Hcv1.av84.c1.g301.i2	2198928	2207837	antisense	2
c1	Hcv1.av84.c1.g304.i1	2206084	2207566	Hcv1.av84.c1.g301.i3	2198928	2207837	antisense	2
c1	Hcv1.av84.c1.g304.i1	2206084	2207566	Hcv1.av84.c1.g301.i4	2198928	2207837	antisense	2
c1	Hcv1.av84.c1.g315.i1	2290800	2293424	Hcv1.av84.c1.g314.i1	2290370	2293675	antisense	3
c1	Hcv1.av84.c1.g315.i1	2290800	2293424	Hcv1.av84.c1.g314.i2	2290370	2293675	antisense	3
c1	Hcv1.av84.c1.g329.i1	2346261	2347209	Hcv1.av84.c1.g328.i1	2345897	2347285	sense	1
c1	Hcv1.av84.c1.g329.i1	2346261	2347209	Hcv1.av84.c1.g328.i2	2345897	2347285	sense	1
c1	Hcv1.av84.c1.g329.i1	2346261	2347209	Hcv1.av84.c1.g328.i3	2345897	2347285	sense	1
c1	Hcv1.av84.c1.g36.i1	272881	275700	Hcv1.av84.c1.g35.i1	264327	283404	sense	1
c1	Hcv1.av84.c1.g36.i1	272881	275700	Hcv1.av84.c1.g35.i2	262057	278640	sense	1
c1	Hcv1.av84.c1.g36.i1	272881	275700	Hcv1.av84.c1.g35.i3	264327	283404	sense	1
c1	Hcv1.av84.c1.g36.i1	272881	275700	Hcv1.av84.c1.g35.i4	262057	278640	sense	1
c1	Hcv1.av84.c1.g361.i1	2576823	2578797	Hcv1.av84.c1.g360.i2	2573516	2579002	antisense	1
c1	Hcv1.av84.c1.g37.i1	284904	287236	Hcv1.av84.c1.g35.i1	283490	286946	antisense	2
c1	Hcv1.av84.c1.g37.i1	284904	287236	Hcv1.av84.c1.g35.i2	283490	286946	antisense	2
c1	Hcv1.av84.c1.g37.i1	284904	287236	Hcv1.av84.c1.g35.i3	283490	286946	antisense	2
c1	Hcv1.av84.c1.g37.i1	284904	287236	Hcv1.av84.c1.g35.i4	283490	286946	antisense	2
c1	Hcv1.av84.c1.g389.i1	2996294	2997047	Hcv1.av84.c1.g425.i1	2996267	2998349	antisense	1
c1	Hcv1.av84.c1.g389.i1	2996294	2997047	Hcv1.av84.c1.g425.i2	2996267	2998349	antisense	1
c1	Hcv1.av84.c1.g389.i1	2996294	2997047	Hcv1.av84.c1.g425.i3	2996267	2998349	antisense	1
c1	Hcv1.av84.c1.g389.i1	2996294	2997047	Hcv1.av84.c1.g425.i4	2996267	2998349	antisense	1
c1	Hcv1.av84.c1.g389.i1	2996294	2997047	Hcv1.av84.c1.g425.i5	2996267	2998349	antisense	1
c1	Hcv1.av84.c1.g39.i1	273710	282049	Hcv1.av84.c1.g35.i1	264327	283404	antisense	2
c1	Hcv1.av84.c1.g39.i1	273710	282049	Hcv1.av84.c1.g35.i3	264327	283404	antisense	2
c1	Hcv1.av84.c1.g393.i1	2765386	2767068	Hcv1.av84.c1.g391.i1	2762111	2767261	antisense	3
c1	Hcv1.av84.c1.g393.i1	2765386	2767068	Hcv1.av84.c1.g391.i2	2762111	2767261	antisense	3
c1	Hcv1.av84.c1.g393.i1	2765386	2767068	Hcv1.av84.c1.g391.i3	2762111	2767261	antisense	3
c1	Hcv1.av84.c1.g393.i1	2765386	2767068	Hcv1.av84.c1.g392.i1	2765214	2796238	sense	3
c1	Hcv1.av84.c1.g394.i1	2776800	2780983	Hcv1.av84.c1.g392.i1	2765214	2796238	antisense	5
c1	Hcv1.av84.c1.g394.i2	2776800	2780983	Hcv1.av84.c1.g392.i1	2765214	2796238	antisense	6
c1	Hcv1.av84.c1.g395.i1	2781307	2782223	Hcv1.av84.c1.g392.i1	2765214	2796238	antisense	2
c1	Hcv1.av84.c1.g396.i1	2793175	2796107	Hcv1.av84.c1.g392.i1	2765214	2796238	antisense	1
c1	Hcv1.av84.c1.g398.i5	2811654	2813261	Hcv1.av84.c1.g399.i1	2811632	2821541	antisense	1
c1	Hcv1.av84.c1.g398.i5	2811654	2813261	Hcv1.av84.c1.g399.i2	2811632	2821541	antisense	1
c1	Hcv1.av84.c1.g398.i5	2811654	2813261	Hcv1.av84.c1.g399.i3	2811632	2821541	antisense	1
c1	Hcv1.av84.c1.g400.i1	2816845	2818741	Hcv1.av84.c1.g399.i1	2811632	2821541	antisense	6
c1	Hcv1.av84.c1.g400.i1	2816845	2818741	Hcv1.av84.c1.g399.i2	2811632	2821541	antisense	6
c1	Hcv1.av84.c1.g400.i1	2816845	2818741	Hcv1.av84.c1.g399.i3	2811632	2821541	antisense	6
c1	Hcv1.av84.c1.g401.i1	2820910	2821281	Hcv1.av84.c1.g399.i1	2811632	2821541	antisense	1
c1	Hcv1.av84.c1.g401.i1	2820910	2821281	Hcv1.av84.c1.g399.i2	2811632	2821541	antisense	1
c1	Hcv1.av84.c1.g401.i1	2820910	2821281	Hcv1.av84.c1.g399.i3	2811632	2821541	antisense	1
c1	Hcv1.av84.c1.g402.i1	2821927	2823892	Hcv1.av84.c1.g399.i1	2821707	2824230	antisense	5
c1	Hcv1.av84.c1.g402.i1	2821927	2823892	Hcv1.av84.c1.g399.i2	2821707	2824230	antisense	5
c1	Hcv1.av84.c1.g402.i1	2821927	2823892	Hcv1.av84.c1.g399.i3	2821707	2824230	antisense	5
c1	Hcv1.av84.c1.g409.i14	2877636	2879642	Hcv1.av84.c1.g408.i3	2875240	2880103	sense	1
c1	Hcv1.av84.c1.g409.i14	2877636	2879642	Hcv1.av84.c1.g409.i3	2875240	2880103	sense	1
c1	Hcv1.av84.c1.g409.i14	2877636	2879642	Hcv1.av84.c1.g409.i4	2875240	2880103	sense	1
c1	Hcv1.av84.c1.g409.i14	2877636	2879642	Hcv1.av84.c1.g409.i5	2875240	2880103	sense	1
