Mlei_PP9__ML215421a	g4667.t1	24.277	173	96	8	45	186	57	225	0.76	30.0
Mlei_PP9__ML215421a	g15097.t1	25.243	103	68	3	24	124	540	635	0.94	30.0
Mlei_PP9__ML215421a	g4612.t1	30.263	76	51	1	117	190	213	288	1.1	29.6
Mlei_PP9__ML215421a	g2114.t1	29.630	54	36	1	137	188	38	91	1.1	29.6
Mlei_PP9__ML215421a	g7933.t1	25.490	102	60	5	85	176	20	115	1.3	29.3
Mlei_PP9__ML215421a	g8811.t1	32.258	62	36	3	131	188	68	127	1.3	28.9
Mlei_PP9__ML215421a	g9991.t1	23.944	71	45	1	95	156	25	95	1.5	28.5
Mlei_PP9__ML215421a	g29854.t1	28.736	87	53	3	97	174	1402	1488	1.5	29.6
Mlei_PP9__ML215421a	g25529.t1	40.000	50	20	4	25	73	35	75	1.7	28.9
Mlei_PP9__ML215421a	g1224.t1	31.667	60	39	1	129	186	8	67	1.9	28.5
Mlei_PP9__ML215421a	g3034.t1	25.000	76	54	3	133	206	17	91	2.3	28.1
Mlei_PP9__ML215421a	g26445.t1	50.000	24	12	0	133	156	53	76	2.6	28.1
Mlei_PP9__ML215421a	g29536.t1	17.816	174	123	5	26	188	45	209	4.0	27.7
Mlei_PP9__ML215421a	g20077.t1	28.261	46	33	0	133	178	101	146	4.0	28.1
Mlei_PP9__ML215421a	g5408.t1	46.154	26	14	0	165	190	20	45	4.4	27.3
Mlei_PP9__ML215421a	g25472.t1	26.087	46	32	1	131	174	16	61	4.6	27.3
Mlei_PP9__ML215421a	g25472.t1	28.440	109	60	2	41	145	18	112	6.9	26.6
Mlei_PP9__ML215421a	g19291.t1	29.825	57	38	1	136	190	13	69	4.9	26.6
Mlei_PP9__ML215421a	g15313.t1	32.609	46	31	0	136	181	56	101	6.1	27.7
Mlei_PP9__ML215421a	g15788.t2	30.769	52	28	1	27	70	18	69	6.6	25.8
Mlei_PP9__ML215421a	g15788.t2	28.889	45	30	1	131	175	30	72	9.3	25.4
Mlei_PP9__ML215421a	g6562.t1	30.357	56	37	1	133	186	15	70	7.9	26.6
Mlei_PP9__ML215421a	g17990.t1	25.373	67	49	1	36	102	835	900	8.4	27.3
Mlei_PP9__ML215421a	g16700.t1	24.468	94	56	4	107	190	427	515	9.0	27.3
Mlei_PP9__ML215421a	g125.t1	45.455	22	12	0	133	154	349	370	9.3	26.9
Mlei_PP8__ML38411a	g16372.t1	20.833	144	114	0	41	184	31	174	5.64e-07	47.8
Mlei_PP8__ML38411a	g21896.t1	30.263	76	50	2	133	206	24	98	6.99e-05	42.0
Mlei_PP8__ML38411a	g18306.t1	24.615	195	118	7	37	206	11	201	1.18e-04	42.0
Mlei_PP8__ML38411a	g19031.t1	36.765	68	40	2	133	198	108	174	4.06e-04	40.0
Mlei_PP8__ML38411a	g2188.t1	37.500	56	33	1	133	186	11	66	0.001	38.1
Mlei_PP8__ML38411a	g25760.t1	37.931	58	34	1	133	188	270	327	0.006	36.6
Mlei_PP8__ML38411a	g25760.t1	29.412	68	45	2	128	193	194	260	0.051	33.9
Mlei_PP8__ML38411a	g25760.t1	25.000	128	68	6	31	154	228	331	3.6	28.1
Mlei_PP8__ML38411a	g222.t1	30.556	72	47	2	131	199	108	179	0.013	35.0
Mlei_PP8__ML38411a	g222.t1	31.579	57	37	2	133	187	37	93	0.082	32.7
Mlei_PP8__ML38411a	g9991.t2	22.857	105	68	3	95	187	25	128	0.026	33.9
Mlei_PP8__ML38411a	g18428.t1	32.857	70	44	3	133	199	45	114	0.030	33.9
Mlei_PP8__ML38411a	g3449.t1	28.169	71	46	2	131	199	110	177	0.032	34.3
Mlei_PP8__ML38411a	g14186.t1	30.189	53	35	1	133	183	21	73	0.085	31.2
Mlei_PP8__ML38411a	g9991.t1	25.352	71	44	1	95	156	25	95	0.11	31.6
Mlei_PP8__ML38411a	g22505.t1	28.070	57	39	1	133	187	83	139	0.12	32.3
Mlei_PP8__ML38411a	g6468.t1	28.814	59	40	2	133	189	25	83	0.12	32.3
Mlei_PP8__ML38411a	g17371.t1	23.529	119	78	4	37	148	250	362	0.14	32.7
Mlei_PP8__ML38411a	g12621.t1	28.205	78	52	1	119	196	96	169	0.17	32.0
Mlei_PP8__ML38411a	g8812.t1	26.437	87	55	4	122	203	108	190	0.22	31.6
Mlei_PP8__ML38411a	g15906.t1	24.306	144	74	5	37	155	264	397	0.24	32.0
Mlei_PP8__ML38411a	g8811.t2	23.377	77	55	2	131	203	25	101	0.29	31.2
Mlei_PP8__ML38411a	g8811.t2	32.258	62	36	3	131	188	99	158	2.4	28.1
Mlei_PP8__ML38411a	g5855.t1	28.571	63	43	2	133	193	17	79	0.30	31.2
Mlei_PP8__ML38411a	g8686.t1	35.088	57	33	2	64	119	79	132	0.31	31.2
Mlei_PP8__ML38411a	g25457.t1	25.301	83	57	4	128	207	73	153	0.33	31.6
Mlei_PP8__ML38411a	g14823.t1	45.833	24	13	0	133	156	35	58	0.37	29.6
Mlei_PP8__ML38411a	g8896.t1	33.871	62	35	2	135	194	120	177	0.47	30.4
Mlei_PP8__ML38411a	g23255.t1	29.091	55	37	2	137	189	87	141	0.50	30.8
Mlei_PP8__ML38411a	g17902.t1	34.783	46	25	1	17	62	10	50	0.56	30.0
Mlei_PP8__ML38411a	g17902.t1	26.761	71	50	1	136	206	32	100	7.2	26.6
Mlei_PP8__ML38411a	g4667.t1	23.364	214	122	10	6	186	21	225	0.59	30.4
Mlei_PP8__ML38411a	g30367.t1	35.417	48	29	1	133	178	30	77	0.63	30.0
Mlei_PP8__ML38411a	g30671.t1	32.353	68	36	1	126	183	147	214	0.63	30.4
Mlei_PP8__ML38411a	g5856.t1	27.273	66	46	1	124	187	52	117	0.69	29.3
Mlei_PP8__ML38411a	g9383.t1	34.545	55	34	1	133	185	178	232	0.73	30.0
Mlei_PP8__ML38411a	g4612.t1	30.263	76	51	1	117	190	213	288	1.1	29.6
Mlei_PP8__ML38411a	g2114.t1	29.630	54	36	1	137	188	38	91	1.1	29.6
Mlei_PP8__ML38411a	g8811.t1	32.258	62	36	3	131	188	68	127	1.3	28.9
Mlei_PP8__ML38411a	g7933.t1	30.435	46	28	2	133	176	72	115	1.7	28.9
Mlei_PP8__ML38411a	g25529.t1	40.000	50	20	4	25	73	35	75	1.7	28.9
Mlei_PP8__ML38411a	g1224.t1	31.667	60	39	1	129	186	8	67	1.9	28.5
Mlei_PP8__ML38411a	g15788.t1	24.026	154	96	5	27	178	18	152	2.5	28.5
Mlei_PP8__ML38411a	g3034.t1	25.000	76	54	3	133	206	17	91	2.6	28.1
Mlei_PP8__ML38411a	g29854.t1	28.736	87	53	3	97	174	1402	1488	2.6	28.9
Mlei_PP8__ML38411a	g26445.t1	50.000	24	12	0	133	156	53	76	2.9	28.1
Mlei_PP8__ML38411a	g20077.t1	28.261	46	33	0	133	178	101	146	4.3	28.1
Mlei_PP8__ML38411a	g19291.t1	29.825	57	38	1	136	190	13	69	4.3	26.6
Mlei_PP8__ML38411a	g5408.t1	46.154	26	14	0	165	190	20	45	4.5	27.3
Mlei_PP8__ML38411a	g11796.t1	25.275	91	61	3	55	141	632	719	4.7	28.1
Mlei_PP8__ML38411a	g15313.t1	32.609	46	31	0	136	181	56	101	5.6	27.7
Mlei_PP8__ML38411a	g29536.t1	22.414	58	43	1	133	188	152	209	6.9	26.9
Mlei_PP8__ML38411a	g15788.t2	30.769	52	28	1	27	70	18	69	7.4	25.8
Mlei_PP8__ML38411a	g15788.t2	28.889	45	30	1	131	175	30	72	9.7	25.4
Mlei_PP8__ML38411a	g15097.t1	24.272	103	69	3	24	124	540	635	7.8	27.3
Mlei_PP8__ML38411a	g17990.t1	25.373	67	49	1	36	102	835	900	8.2	27.3
Mlei_PP8__ML38411a	g6562.t1	30.357	56	37	1	133	186	15	70	8.4	26.2
Mlei_PP8__ML38411a	g125.t1	45.455	22	12	0	133	154	349	370	9.5	26.9
Mlei_PP10__ML215422b	g16372.t1	20.833	144	114	0	41	184	31	174	8.81e-07	47.4
Mlei_PP10__ML215422b	g18306.t1	24.742	194	119	6	37	206	11	201	7.28e-05	42.4
Mlei_PP10__ML215422b	g21896.t1	30.263	76	50	2	133	206	24	98	1.87e-04	40.8
Mlei_PP10__ML215422b	g19031.t1	36.765	68	40	2	133	198	108	174	8.14e-04	38.9
Mlei_PP10__ML215422b	g2188.t1	37.500	56	33	1	133	186	11	66	0.003	36.6
Mlei_PP10__ML215422b	g25760.t1	37.931	58	34	1	133	188	270	327	0.006	36.6
Mlei_PP10__ML215422b	g25760.t1	29.412	68	45	2	128	193	194	260	0.047	33.9
Mlei_PP10__ML215422b	g25760.t1	25.000	128	68	6	31	154	228	331	3.7	28.1
Mlei_PP10__ML215422b	g222.t1	30.556	72	47	2	131	199	108	179	0.015	35.0
Mlei_PP10__ML215422b	g222.t1	26.316	57	40	1	133	187	37	93	0.80	29.6
Mlei_PP10__ML215422b	g9991.t2	22.115	104	70	2	95	187	25	128	0.033	33.9
Mlei_PP10__ML215422b	g3449.t1	28.169	71	46	2	131	199	110	177	0.054	33.5
Mlei_PP10__ML215422b	g9991.t1	25.352	71	44	1	95	156	25	95	0.11	31.6
Mlei_PP10__ML215422b	g17371.t1	25.000	120	75	5	37	148	250	362	0.15	32.3
Mlei_PP10__ML215422b	g22505.t1	28.070	57	39	1	133	187	83	139	0.25	31.6
Mlei_PP10__ML215422b	g18428.t1	30.000	70	46	2	133	199	45	114	0.32	30.8
Mlei_PP10__ML215422b	g8686.t1	35.088	57	33	2	64	119	79	132	0.33	31.2
Mlei_PP10__ML215422b	g15906.t1	24.306	144	74	5	37	155	264	397	0.33	31.6
Mlei_PP10__ML215422b	g8896.t1	33.871	62	35	2	135	194	120	177	0.34	30.8
Mlei_PP10__ML215422b	g14823.t1	45.833	24	13	0	133	156	35	58	0.37	29.6
Mlei_PP10__ML215422b	g5856.t1	27.273	66	46	1	124	187	52	117	0.39	30.0
Mlei_PP10__ML215422b	g8812.t1	26.437	87	55	4	122	203	108	190	0.41	30.8
Mlei_PP10__ML215422b	g5855.t1	26.984	63	44	1	133	193	17	79	0.42	30.8
Mlei_PP10__ML215422b	g12621.t1	28.205	78	52	1	119	196	96	169	0.53	30.4
Mlei_PP10__ML215422b	g17902.t1	34.783	46	25	1	17	62	10	50	0.56	30.0
Mlei_PP10__ML215422b	g25457.t1	25.301	83	57	4	128	207	73	153	0.58	30.8
Mlei_PP10__ML215422b	g8811.t2	23.377	77	55	2	131	203	25	101	0.62	30.0
Mlei_PP10__ML215422b	g8811.t2	32.258	62	36	3	131	188	99	158	4.8	27.3
Mlei_PP10__ML215422b	g9383.t1	34.545	55	34	1	133	185	178	232	0.64	30.4
Mlei_PP10__ML215422b	g1224.t1	35.000	60	37	2	129	186	8	67	0.95	29.6
Mlei_PP10__ML215422b	g4667.t1	25.143	175	92	9	45	186	57	225	0.97	29.6
Mlei_PP10__ML215422b	g23255.t1	27.273	55	38	1	137	189	87	141	1.1	29.6
Mlei_PP10__ML215422b	g30671.t1	32.353	68	36	1	126	183	147	214	1.3	29.3
Mlei_PP10__ML215422b	g30367.t1	35.417	48	29	1	133	178	30	77	1.6	28.9
Mlei_PP10__ML215422b	g6468.t1	41.667	24	14	0	133	156	25	48	1.8	28.9
Mlei_PP10__ML215422b	g25529.t1	40.000	50	20	4	25	73	35	75	1.8	28.9
Mlei_PP10__ML215422b	g7933.t1	30.435	46	28	2	133	176	72	115	1.9	28.9
Mlei_PP10__ML215422b	g4612.t1	32.051	78	47	2	117	190	213	288	1.9	28.9
Mlei_PP10__ML215422b	g15788.t1	24.138	174	106	7	27	195	18	170	2.4	28.5
Mlei_PP10__ML215422b	g2114.t1	29.630	54	36	1	137	188	38	91	2.5	28.9
Mlei_PP10__ML215422b	g8811.t1	32.258	62	36	3	131	188	68	127	2.6	28.1
Mlei_PP10__ML215422b	g14186.t1	28.302	53	36	1	133	183	21	73	2.7	26.9
Mlei_PP10__ML215422b	g26445.t1	50.000	24	12	0	133	156	53	76	2.9	28.1
Mlei_PP10__ML215422b	g26445.t1	24.590	61	44	1	137	195	21	81	8.7	26.6
Mlei_PP10__ML215422b	g29854.t1	28.736	87	53	3	97	174	1402	1488	3.3	28.5
Mlei_PP10__ML215422b	g15788.t2	28.889	45	30	1	131	175	30	72	3.9	26.6
Mlei_PP10__ML215422b	g15788.t2	30.769	52	28	1	27	70	18	69	7.4	25.8
Mlei_PP10__ML215422b	g5629.t1	38.095	42	22	1	157	198	73	110	4.3	27.7
Mlei_PP10__ML215422b	g5408.t1	46.154	26	14	0	165	190	20	45	4.7	27.3
Mlei_PP10__ML215422b	g20077.t1	28.261	46	33	0	133	178	101	146	4.9	27.7
Mlei_PP10__ML215422b	g11796.t1	25.275	91	61	3	55	141	632	719	5.3	27.7
Mlei_PP10__ML215422b	g15097.t1	24.272	103	69	3	24	124	540	635	6.5	27.7
Mlei_PP10__ML215422b	g6562.t1	30.357	56	37	1	133	186	15	70	9.4	26.2
Mlei_PP10__ML215422b	g125.t1	45.455	22	12	0	133	154	349	370	9.7	26.9
Mlei_PP10__ML215422b	g17591.t1	25.397	63	45	2	133	193	76	138	9.7	26.9
Mlei_PP4__ML085732b	g16372.t1	22.222	144	112	0	40	183	31	174	2.26e-08	52.0
Mlei_PP4__ML085732b	g21896.t1	27.632	76	52	2	132	205	24	98	3.62e-04	39.7
Mlei_PP4__ML085732b	g2188.t1	37.500	56	33	1	132	185	11	66	0.001	38.1
Mlei_PP4__ML085732b	g15906.t1	26.027	146	73	5	34	154	262	397	0.002	38.1
Mlei_PP4__ML085732b	g18306.t1	22.798	193	124	6	36	205	11	201	0.002	38.1
Mlei_PP4__ML085732b	g19031.t1	30.882	68	44	2	132	197	108	174	0.014	35.4
Mlei_PP4__ML085732b	g222.t1	27.439	164	93	8	40	198	37	179	0.028	33.9
Mlei_PP4__ML085732b	g14823.t1	50.000	24	12	0	132	155	35	58	0.033	32.3
Mlei_PP4__ML085732b	g20940.t1	26.087	92	50	3	116	189	16	107	0.035	33.9
Mlei_PP4__ML085732b	g20940.t1	22.632	190	116	7	8	189	11	177	3.2	28.1
Mlei_PP4__ML085732b	g22505.t1	28.070	57	39	1	132	186	83	139	0.048	33.5
Mlei_PP4__ML085732b	g14186.t1	32.759	58	36	2	127	182	17	73	0.054	32.0
Mlei_PP4__ML085732b	g25760.t1	35.593	59	36	1	132	188	270	328	0.059	33.5
Mlei_PP4__ML085732b	g25760.t1	25.000	68	48	2	127	192	194	260	1.0	29.6
Mlei_PP4__ML085732b	g5473.t1	29.577	71	44	3	126	191	207	276	0.072	33.5
Mlei_PP4__ML085732b	g18428.t1	31.429	70	45	3	132	198	45	114	0.072	32.7
Mlei_PP4__ML085732b	g18428.t1	32.609	46	29	1	132	175	118	163	6.4	26.9
Mlei_PP4__ML085732b	g4667.t1	24.299	214	120	10	5	185	21	225	0.075	33.1
Mlei_PP4__ML085732b	g30367.t1	35.417	48	29	1	132	177	30	77	0.099	32.3
Mlei_PP4__ML085732b	g6468.t1	28.814	59	40	2	132	188	25	83	0.21	31.6
Mlei_PP4__ML085732b	g5408.t1	26.389	72	44	2	132	201	95	159	0.24	31.2
Mlei_PP4__ML085732b	g5408.t1	25.714	70	50	1	130	197	20	89	0.50	30.0
Mlei_PP4__ML085732b	g12621.t1	28.205	78	52	1	118	195	96	169	0.25	31.2
Mlei_PP4__ML085732b	g8896.t1	33.871	62	35	2	134	193	120	177	0.34	30.8
Mlei_PP4__ML085732b	g17902.t1	44.828	29	16	0	33	61	22	50	0.42	30.4
Mlei_PP4__ML085732b	g3034.t1	26.316	76	53	3	132	205	17	91	0.66	29.6
Mlei_PP4__ML085732b	g26445.t1	27.869	61	42	1	136	194	21	81	0.69	29.6
Mlei_PP4__ML085732b	g26445.t1	50.000	24	12	0	132	155	53	76	1.2	28.9
Mlei_PP4__ML085732b	g5856.t1	26.471	68	48	1	123	188	52	119	0.71	29.3
Mlei_PP4__ML085732b	g3449.t1	25.352	71	48	2	130	198	110	177	0.88	30.0
Mlei_PP4__ML085732b	g15365.t1	32.727	55	31	1	48	96	158	212	0.93	30.0
Mlei_PP4__ML085732b	g5855.t1	29.231	65	40	2	132	192	17	79	1.0	29.6
Mlei_PP4__ML085732b	g2114.t1	27.778	54	37	1	136	187	38	91	1.0	30.0
Mlei_PP4__ML085732b	g8811.t1	30.645	62	37	3	130	187	68	127	1.7	28.5
Mlei_PP4__ML085732b	g7933.t1	32.609	46	27	2	132	175	72	115	2.1	28.5
Mlei_PP4__ML085732b	g23255.t1	27.273	55	38	2	136	188	87	141	2.3	28.9
Mlei_PP4__ML085732b	g20773.t1	27.869	61	41	1	131	188	56	116	2.9	28.1
Mlei_PP4__ML085732b	g18388.t3	24.000	150	84	7	1	132	1714	1851	2.9	28.9
Mlei_PP4__ML085732b	g18388.t4	24.000	150	84	7	1	132	1717	1854	2.9	28.9
Mlei_PP4__ML085732b	g18388.t2	24.000	150	84	7	1	132	1717	1854	3.0	28.9
Mlei_PP4__ML085732b	g18206.t1	27.941	68	45	1	135	198	198	265	3.0	28.5
Mlei_PP4__ML085732b	g18388.t1	24.000	150	84	7	1	132	1717	1854	3.0	28.9
Mlei_PP4__ML085732b	g12998.t1	27.027	74	44	2	114	185	3	68	3.2	27.7
Mlei_PP4__ML085732b	g8811.t2	30.645	62	37	3	130	187	99	158	3.2	27.7
Mlei_PP4__ML085732b	g9991.t2	21.978	91	58	3	108	186	39	128	3.5	27.7
Mlei_PP4__ML085732b	g4612.t1	33.929	56	35	1	136	189	233	288	3.7	28.1
Mlei_PP4__ML085732b	g29536.t1	28.571	70	37	2	127	183	41	110	4.2	27.7
Mlei_PP4__ML085732b	g15097.t1	23.158	95	68	2	23	115	540	631	4.7	28.1
Mlei_PP4__ML085732b	g17990.t1	26.786	56	40	1	34	89	834	888	4.7	28.1
Mlei_PP4__ML085732b	g6562.t1	28.571	56	38	1	132	185	15	70	4.9	26.9
Mlei_PP4__ML085732b	g1224.t1	25.714	70	46	2	130	195	46	113	5.0	27.3
Mlei_PP4__ML085732b	g15788.t1	24.194	62	45	1	130	189	30	91	5.2	27.3
Mlei_PP4__ML085732b	g10700.t1	63.158	19	7	0	135	153	139	157	5.7	26.9
Mlei_PP4__ML085732b	g10700.t1	27.119	59	41	1	132	188	100	158	6.1	26.9
Mlei_PP4__ML085732b	g26934.t1	20.779	77	60	1	20	96	151	226	6.3	27.3
Mlei_PP4__ML085732b	g13773.t1	27.869	61	42	2	130	188	32	92	6.8	27.3
Mlei_PP4__ML085732b	g8692.t1	41.176	34	19	1	26	59	236	268	7.4	27.3
Mlei_PP4__ML085732b	g16700.t1	21.229	179	103	6	22	183	310	467	7.4	27.3
Mlei_PP4__ML085732b	g16700.t1	24.545	110	58	4	40	149	267	351	8.5	27.3
Mlei_PP4__ML085732b	g5911.t1	24.731	93	67	2	69	161	575	664	7.4	27.3
Mlei_PP4__ML085732b	g664.t1	36.000	25	16	0	130	154	220	244	8.1	26.9
Mlei_PP4__ML085732b	g9991.t1	24.561	57	34	1	108	155	39	95	8.7	26.2
Mlei_PP4__ML085732b	g2699.t1	45.455	22	12	0	173	194	399	420	8.9	27.3
Mlei_PP4__ML085732b	g30671.t1	29.412	68	38	1	125	182	147	214	9.3	26.9
Mlei_PP4__ML085732b	g5629.t1	36.364	33	21	0	165	197	78	110	9.7	26.6
Mlei_PP4__ML085732b	g25457.t1	22.892	83	59	4	127	206	73	153	9.9	26.9
Mlei_PP1__ML085715b	g16372.t1	24.306	144	109	0	40	183	31	174	3.70e-11	59.7
Mlei_PP1__ML085715b	g21896.t1	27.632	76	52	2	132	205	24	98	3.90e-04	39.7
Mlei_PP1__ML085715b	g2188.t1	37.500	56	33	1	132	185	11	66	6.86e-04	38.5
Mlei_PP1__ML085715b	g15906.t1	23.404	141	83	4	34	154	262	397	0.001	38.9
Mlei_PP1__ML085715b	g18306.t1	23.077	195	121	7	36	205	11	201	0.002	38.1
Mlei_PP1__ML085715b	g222.t1	27.439	164	93	8	40	198	37	179	0.013	35.0
Mlei_PP1__ML085715b	g19031.t1	30.882	68	44	2	132	197	108	174	0.015	35.0
Mlei_PP1__ML085715b	g19031.t1	35.484	31	20	0	26	56	94	124	8.0	26.9
Mlei_PP1__ML085715b	g14823.t1	50.000	24	12	0	132	155	35	58	0.033	32.3
Mlei_PP1__ML085715b	g20940.t1	26.667	60	42	1	132	189	48	107	0.033	33.9
Mlei_PP1__ML085715b	g20940.t1	22.632	190	116	7	8	189	11	177	1.8	28.9
Mlei_PP1__ML085715b	g22505.t1	28.070	57	39	1	132	186	83	139	0.035	34.3
Mlei_PP1__ML085715b	g25760.t1	33.824	68	41	2	132	197	270	335	0.047	33.9
Mlei_PP1__ML085715b	g25760.t1	25.000	68	48	2	127	192	194	260	0.88	30.0
Mlei_PP1__ML085715b	g25760.t1	36.667	30	15	1	128	153	302	331	9.6	26.9
Mlei_PP1__ML085715b	g5473.t1	29.577	71	44	3	126	191	207	276	0.053	33.9
Mlei_PP1__ML085715b	g14186.t1	32.759	58	36	2	127	182	17	73	0.056	31.6
Mlei_PP1__ML085715b	g18428.t1	31.429	70	45	3	132	198	45	114	0.060	33.1
Mlei_PP1__ML085715b	g18428.t1	32.609	46	29	1	132	175	118	163	5.1	27.3
Mlei_PP1__ML085715b	g4667.t1	33.333	63	33	2	132	185	163	225	0.092	32.7
Mlei_PP1__ML085715b	g30367.t1	35.417	48	29	1	132	177	30	77	0.098	32.3
Mlei_PP1__ML085715b	g12621.t1	28.205	78	52	1	118	195	96	169	0.12	32.3
Mlei_PP1__ML085715b	g5408.t1	26.389	72	44	2	132	201	95	159	0.21	31.2
Mlei_PP1__ML085715b	g5408.t1	25.714	70	50	1	130	197	20	89	0.44	30.4
Mlei_PP1__ML085715b	g6468.t1	28.814	59	40	2	132	188	25	83	0.21	31.6
Mlei_PP1__ML085715b	g8896.t1	33.871	62	35	2	134	193	120	177	0.24	31.2
Mlei_PP1__ML085715b	g17902.t1	44.828	29	16	0	33	61	22	50	0.26	30.8
Mlei_PP1__ML085715b	g16700.t1	23.464	179	99	7	22	183	310	467	0.26	32.0
Mlei_PP1__ML085715b	g15365.t1	32.727	55	31	1	48	96	158	212	0.29	31.6
